BORE_ID,HEADER_ID,STATE_NAME,COUNTY_NAME,WELL_PROFILE_CODE,FIRST_ELEVATION,FIRST_ELEVATION_TYPE_CODE,FIRST_ELEVATION_SOURCE,SECOND_ELEVATION,SECOND_ELEVATION_TYPE_CODE,SECOND_ELEVATION_SOURCE,GROUND_ELEVATION,GROUND_ELEVATION_SOURCE,GROUND_ELEVATION_TYPE,KB HEIGHT,WELL_DATE,LATITUDE,LONGITUDE,KB_HEIGHT_ACTUAL,KB_HEIGHT_PREDICTED
8407817,8222892,OK,PITTSBURG,H,718.0,DF,COMP_RPT,,,,702.0,COMP_RPT,GR,16,2022-08-16,35.112931957179,-95.9174745393938,16,19.521986009494523
7360974,7246421,TX,ANDREWS,V,3211.0,KB,STATE,3210.0,DF,STATE,3196.0,ST_TXRRC,GR,15,2013-02-19,32.3396538473495,-102.592312650095,15,15.123483631136455
7653909,7528968,NM,LEA,V,4229.0,KB,ST_NMOCD,4228.0,DF,ST_NMOCD,4209.6,ST_NMOCD,GR,19,1968-09-13,33.5539723274848,-103.410851865902,19,15.875097776092801
3812889,3753721,OK,BEAVER,V,2915.0,KB,ST_OKOCC,,,,2900.0,ST_OKOCC,GR,15,1981-03-12,36.5200941927293,-100.920046182357,15,13.57342570998792
5181007,5097442,OK,STEPHENS,V,1132.0,DF,ST_OKOCC,,,,1120.0,ST_OKOCC,GR,12,1976-01-08,34.549715835925,-97.6846540622778,12,11.49515225032004
4610620,4543597,TX,CRANE,V,2629.0,DF,HIST,,,,2610.0,ST_TXRRC,GR,19,1955-06-19,31.504490953106,-102.700797482918,19,14.9794531973326
7471923,7352172,CO,GARFIELD,D,5117.0,KB,ST_COOGC,,,,5091.0,ST_COOGC,GR,26,2014-03-05,39.4323160957801,-108.06862610707,26,22.803453954794445
8318092,8136089,ND,MCKENZIE,H,2061.0,KB,ST_NDOGD,,,,2036.0,ST_NDOGD,GR,25,2022-05-22,48.073824,-102.733689,25,23.849718918447845
7299510,7189809,CO,WELD,D,4884.0,KB,STATE,,,,4872.0,ST_COOGC,GR,12,2011-10-21,40.5428046502282,-104.749741129243,12,14.992416504656823
5271270,5186892,TX,HOCKLEY,V,3481.0,KB,UNKNOWN,,,,3469.0,UNKNOWN,GR,12,2010-06-25,33.7652414396408,-102.454760847406,12,13.320486326526144
6729035,6623009,TX,WARD,V,2564.0,KB,UNKNOWN,,,,2553.7,FD_USGS,EG,10,1993-02-05,31.4301088128353,-103.326007078327,10,13.679026947511597
7416342,7299210,CO,WELD,H,4849.0,KB,ST_COOGC,4850.0,DF,ST_COOGC,4824.0,ST_COOGC,GR,25,2013-07-20,40.2417492953862,-104.792481157079,25,24.393701028398446
6154110,6054983,TX,MIDLAND,V,2818.0,KB,ST_TXRRC,2817.0,DF,ST_TXRRC,2799.0,ST_TXRRC,GR,19,2004-11-08,31.6877214826233,-102.002738039422,19,16.979110938578167
5286141,5201600,OK,WOODS,V,1438.0,KB,UNKNOWN,,,,1428.5,FD_USGS,EG,10,1966-11-01,36.45784,-98.56291,10,11.704669669004733
7673579,7547008,TX,YOAKUM,V,3602.0,KB,ST_TXRRC,3601.0,DF,ST_TXRRC,3589.0,ST_TXRRC,GR,13,2015-08-31,33.0129055177537,-102.812586446766,13,14.124739003580583
4930464,4853201,OK,OSAGE,V,1021.0,DF,UNKNOWN,,,,1014.0,UNKNOWN,GR,7,1958-03-25,36.5334472444066,-96.5625571239458,7,7.962579278315886
4669445,4601589,TX,CROCKETT,D,2501.0,KB,UNKNOWN,,,,2491.0,UNKNOWN,GR,10,1997-01-27,30.6007562413503,-101.295348316957,10,13.849198415814339
4004718,3944462,CO,WASHINGTON,V,4956.0,KB,UNKNOWN,,,,4946.0,ST_COOGC,GR,10,1985-01-27,39.76345,-103.30409,10,10.998525602372114
8134051,7956293,ND,WILLIAMS,H,2126.0,KB,ST_NDOGD,2126.2,DF,ST_NDOGD,2110.0,ST_NDOGD,GR,16,2018-10-21,48.4025914737385,-103.501286835712,16,18.863921328612346
7712356,7583158,TX,HOCKLEY,H,3530.0,KB,ST_TXRRC,3529.8,DF,ST_TXRRC,3504.8,ST_TXRRC,GR,25,2016-04-16,33.4197410133777,-102.458620371542,25,24.955560183533795
5898269,5806074,MT,PHILLIPS,V,2265.0,KB,STATE,,,,2259.0,ST_MTBOGC,GR,6,2010-01-28,48.50340143,-107.36732706,6,8.966170956567725
7044933,6936085,TX,ANDREWS,D,3269.0,KB,STATE,3268.0,DF,STATE,3257.0,STATE,GR,12,2012-04-09,32.2899445811885,-102.723772028025,12,15.453371023258363
7265339,7156276,OH,WAYNE,V,1166.0,DF,ST_OHDNR,,,,1160.0,ST_OHDNR,GR,6,2000-04-28,40.8961262333428,-81.9927957812366,6,8.32937229216278
8157145,7979252,TX,BURLESON,H,307.0,KB,ST_TXRRC,306.0,DF,ST_TXRRC,278.0,ST_TXRRC,GR,29,2017-11-16,30.527917181701,-96.5480742124325,29,26.88168521003974
7301515,7191803,TX,PALO PINTO,V,972.0,KB,STATE,972.0,DF,STATE,960.0,ST_TXRRC,GR,12,2012-09-26,32.9143159293923,-98.2454482781844,12,13.16572021134622
3890586,3831268,CO,MOFFAT,V,6661.0,KB,UNKNOWN,,,,6646.0,ST_COOGC,GR,15,2005-08-24,40.89697363,-107.83729749,15,14.605552524903622
6756881,6649929,TX,WHARTON,V,97.0,KB,UNKNOWN,,,,86.29,FD_USGS,EG,11,1996-06-25,29.17353,-96.41365,11,13.836124619184918
7128388,7019396,OH,KNOX,V,1008.0,KB,STATE,,,,1000.0,ST_OHDNR,GR,8,2009-02-08,40.3126449155704,-82.373680259262,8,9.969109731758397
6510844,6406449,TX,PECOS,V,2744.0,KB,UNKNOWN,,,,2734.0,UNKNOWN,GR,10,1992-06-29,31.1521355855707,-103.174548543723,10,11.73382635533008
5974036,5880924,MT,VALLEY,V,2194.0,KB,STATE,,,,2188.0,ST_MTBOGC,GR,6,2010-12-18,48.47763988,-107.18768511,6,8.99088358243283
8319658,8137577,TX,TAYLOR,V,2127.0,KB,ST_TXRRC,,,,2120.0,ST_TXRRC,GR,7,2021-01-17,32.2361609754626,-99.645352365594,7,10.953473420380657
8173835,7995802,AL,MOBILE,V,163.0,DF,ST_ALSOGB,,,,152.56,FD_USGS,EG,10,1959-03-15,31.07178,-88.20834,10,11.802210142136516
3844378,3785160,KS,CLARK,V,1900.0,KB,ST_KSKGS,1897.0,DF,ST_KSKGS,1891.0,ST_KSKGS,GR,9,1987-05-21,37.0083295,-99.7741212,9,10.419777691428916
5570174,5483012,NM,RIO ARRIBA,V,6566.0,DF,UNKNOWN,,,,6553.0,ST_NMOCD,GR,13,1962-11-09,36.628,-107.38537,13,12.060626520994553
7742541,7609815,CO,WELD,H,4648.0,KB,ST_COOGC,,,,4625.0,ST_COOGC,GR,23,2017-06-18,40.3943380382742,-104.584205457665,23,23.426514718108223
7395025,7278658,TX,WARD,V,2523.0,KB,ST_TXRRC,2522.0,DF,ST_TXRRC,2504.0,ST_TXRRC,GR,19,2013-04-08,31.3821759364692,-102.842010875051,19,17.305114939634603
7092295,6983330,OH,GEAUGA,V,1184.0,KB,ST_OHDNR,,,,1175.0,ST_OHDNR,GR,9,1976-04-10,41.3789147577344,-81.0533591529776,9,9.207951657725086
7747262,7613614,TX,WALKER,H,253.0,KB,ST_TXRRC,252.9,DF,ST_TXRRC,227.9,ST_TXRRC,GR,25,2017-02-13,30.8788215828589,-95.7373471752668,25,24.702485253998848
7180687,7071668,OH,MORROW,V,1029.0,KB,ST_OHDNR,,,,1022.0,ST_OHDNR,GR,7,1964-06-24,40.417370296065,-82.8567871842299,7,7.796498758729387
7594559,7473391,OH,HARRISON,H,1119.0,KB,ST_OHDNR,,,,1089.0,ST_OHDNR,GR,30,2014-08-07,40.2592149922763,-81.1531826520684,30,26.292681131517586
4711781,4643169,LA,WINN,V,207.9,DF,ST_TXRRC,209.0,KB,ST_TXRRC,201.9,ST_TXRRC,GR,6,1994-05-24,31.961036564919,-92.4980971054318,6,8.938707142283434
4436190,4370417,OK,GRADY,D,1014.0,KB,ST_OKOCC,1012.0,DF,ST_OKOCC,992.0,ST_OKOCC,GR,22,2010-09-27,34.8577800547889,-97.6794938272296,22,20.294916900335963
7099976,6991010,OH,GUERNSEY,V,952.0,KB,STATE,950.0,DF,STATE,940.0,STATE,GR,12,1978-11-14,40.0501400790558,-81.5077534542886,12,11.011615579218216
6321637,6219924,TX,NACOGDOCHES,H,513.0,DF,STATE,,,,482.0,STATE,GR,31,2011-05-03,31.5922785449975,-94.424618377703,31,27.409182285311598
4069411,4008326,CO,WELD,V,4843.0,KB,ST_COOGC,,,,4832.0,ST_COOGC,GR,11,1985-12-07,40.2746961874069,-104.702826168147,11,11.552126561501252
7472182,7352417,TX,WEBB,H,779.0,KB,ST_TXRRC,779.0,DF,ST_TXRRC,753.0,ST_TXRRC,GR,26,2014-06-11,28.1955021925721,-100.0255141591,26,25.430548832177593
4270219,4206595,CO,YUMA,V,3915.0,KB,ST_COOGC,3814.0,DF,ST_COOGC,3903.0,ST_COOGC,GR,12,2007-08-15,39.9752703969274,-102.383673240585,12,12.781369684121305
5714955,5625938,TX,KLEBERG,V,51.0,KB,UNKNOWN,,,,34.0,UNKNOWN,GR,17,1996-01-05,27.46845,-97.63146,17,15.567791213936458
7036237,6927479,TX,REAGAN,H,2595.0,KB,ST_TXRRC,2594.0,DF,ST_TXRRC,2573.0,ST_TXRRC,GR,22,2012-06-04,31.2648818115723,-101.498510113282,22,23.15251670997428
7331381,7221368,TX,YOAKUM,V,3636.0,KB,STATE,,,,3623.0,STATE,GR,13,2012-12-21,33.0043732562909,-102.890308587265,13,14.030877200150623
7081979,6973050,OH,COSHOCTON,V,1038.0,KB,ST_OHDNR,,,,1030.0,ST_OHDNR,GR,8,1983-10-03,40.4318899814372,-81.8313450532008,8,9.019851244682448
3692649,3634673,CO,GARFIELD,D,5676.0,KB,ST_COOGC,,,,5650.0,ST_COOGC,GR,26,2011-03-05,39.5227784309103,-107.663394377155,26,22.723731054721448
7740900,7608727,ND,DUNN,H,2476.0,KB,ST_NDOGD,,,,2451.0,ST_NDOGD,GR,25,2016-11-25,47.646846,-102.719263,25,23.714372840221436
7619257,7497188,TX,DE WITT,H,389.0,KB,ST_TXRRC,,,,359.0,ST_TXRRC,GR,30,2014-11-07,29.0929070461803,-97.4976248053027,30,27.445752696506126
6705436,6599641,TX,UPTON,V,2768.0,KB,UNKNOWN,,,,2755.0,UNKNOWN,GR,13,1997-11-17,31.4813552085848,-101.96592719902,13,13.499187014369149
7363661,7249065,WY,CROOK,D,4194.0,KB,STATE,,,,4180.0,STATE,GR,14,2012-11-20,44.570762,-104.943895,14,15.753428580135218
3803748,3744597,CO,LAS ANIMAS,V,7224.0,KB,ST_COOGC,,,,7185.93,FD_USGS,EG,38,1996-10-13,37.1669306424746,-104.711724388816,38,28.76948709083089
7173745,7064726,OH,MORGAN,V,905.0,KB,ST_OHDNR,,,,895.0,ST_OHDNR,GR,10,1983-11-17,39.6018114748569,-81.8579926077282,10,10.154949357036891
7453289,7334325,ND,MCKENZIE,H,2408.0,KB,STATE,,,,2380.0,ST_NDOGD,GR,28,2014-02-04,47.8486446530399,-102.969407643549,28,25.213523759036143
7599649,7478305,CO,LOGAN,V,4188.0,KB,STATE,,,,4175.0,ST_COOGC,GR,13,1954-04-01,40.6236189580555,-103.435190676823,13,11.358046134925974
8287956,8107141,TX,DE WITT,H,491.0,DF,ST_TXRRC,,,,472.16,FD_USGS,EG,19,2019-12-07,29.0822852,-97.6470817,19,23.222560033847813
5010053,4928536,TX,FREESTONE,V,478.0,KB,STATE,477.0,DF,STATE,456.0,STATE,GR,22,2011-03-17,31.53238998,-96.29853466,22,18.520451451280714
6155080,6055864,ND,BOWMAN,H,2911.0,KB,STATE,,,,2885.0,ST_NDOGD,GR,26,1996-06-08,46.1320202171572,-103.84847073082,26,23.67798727911384
5740088,5650482,TX,LAMB,V,3477.0,KB,ST_TXRRC,3476.3,DF,ST_TXRRC,3463.0,ST_TXRRC,GR,14,2002-05-03,33.8344299805873,-102.097408872595,14,14.086172207440946
5935782,5842745,TX,LOVING,V,3067.0,DF,UNKNOWN,,,,3058.0,UNKNOWN,GR,9,1959-10-29,31.9727462691893,-103.643228804165,9,9.770613724214192
6803375,6695216,NM,EDDY,H,3489.0,KB,ST_NMOCD,,,,3465.0,ST_NMOCD,GR,24,2011-08-13,32.2485424036069,-103.859112706385,24,24.252966867760428
3613921,3556957,CO,ADAMS,V,5146.0,KB,ST_COOGC,5145.0,DF,ST_COOGC,5135.0,ST_COOGC,GR,11,1994-09-27,39.9961660069336,-104.890328835708,11,11.925719044328543
8302410,8121095,WY,LARAMIE,H,5910.0,KB,ST_WYOGCC,,,,5889.6,ST_WYOGCC,GR,20,2019-10-18,41.2181777782485,-104.643166649952,20,22.154509232740544
7182836,7073817,OH,MORROW,V,1245.0,KB,ST_OHDNR,,,,1235.0,ST_OHDNR,GR,10,1990-11-01,40.6585067122758,-82.7807709556929,10,10.379245034243132
4052630,3991641,CO,WELD,V,4375.0,KB,UNKNOWN,,,,4366.0,ST_COOGC,GR,9,1973-07-14,40.70378,-103.57606,9,9.922428532260312
5701879,5612985,NM,SAN JUAN,H,6398.0,KB,UNKNOWN,,,,6384.04,FD_USGS,EG,14,2008-08-28,36.9218321433262,-107.502796390335,14,20.496055206684673
4117238,4055906,OK,CLEVELAND,V,1170.0,DF,ST_OKOCC,,,,1162.46,FD_USGS,EG,8,1960-06-06,35.1651021800176,-97.406968882184,8,10.262827824580633
5044668,4962529,OK,PAYNE,V,863.0,DF,UNKNOWN,,,,844.02,FD_USGS,EG,19,1967-06-08,36.04811,-96.96768,19,16.584744110355917
4208970,4146211,TX,BROOKS,V,107.0,KB,P2ES,105.0,DF,STATE,93.0,P2ES,GR,14,1978-04-18,26.853026499713,-98.1116369335069,14,13.361845435679129
6021555,5925930,UT,SAN JUAN,V,4674.0,KB,ST_UTOCD,4672.5,DF,ST_UTOCD,4660.0,ST_UTOCD,GR,14,1973-11-04,37.3114846328143,-109.31945233384,14,13.037236358703877
6174736,6074905,ND,DUNN,H,2359.0,KB,STATE,,,,2337.0,ST_NDOGD,GR,22,2010-10-13,47.4447102394403,-102.455333362054,22,21.872304325899275
6707574,6601702,TX,UPTON,V,2708.0,KB,P2ES,,,,2688.0,ST_TXRRC,GR,20,2006-10-12,31.4477144751687,-101.863887699723,20,17.59488260161686
7342960,7229851,TX,PARKER,H,807.0,KB,STATE,,,,794.0,ST_TXRRC,GR,13,2012-11-15,32.6849149649981,-97.610482718331,13,17.974988358903808
7639518,7516181,TX,GAINES,V,3352.8,KB,ST_TXRRC,3351.8,DF,ST_TXRRC,3339.0,ST_TXRRC,GR,14,2015-02-04,32.6199165849664,-102.726019251323,14,14.542102367401522
5270220,5185863,TX,HOCKLEY,V,3519.0,KB,UNKNOWN,,,,3507.0,UNKNOWN,GR,12,1991-03-12,33.4224472563695,-102.431482980599,12,12.640947460975218
4126621,4065246,CA,KERN,V,1161.0,KB,ST_CADOGGR,,,,1152.0,ST_CADOGGR,GR,9,1991-01-09,35.0888085843106,-119.435762998707,9,11.071969214536121
4630899,4563616,OK,LINCOLN,V,960.0,DF,UNKNOWN,,,,950.19,FD_USGS,EG,10,1926-01-01,35.65271,-96.75657,10,10.153624131883245
6606008,6500807,TX,SCURRY,V,2478.0,KB,ST_TXRRC,2470.0,DF,ST_TXRRC,2463.0,ST_TXRRC,GR,15,1987-03-24,32.9538757934313,-100.890214116975,15,14.027172772259622
3658676,3600971,CO,GARFIELD,D,5583.0,KB,UNKNOWN,,,,5558.0,ST_COOGC,GR,25,2006-01-05,39.5171797839746,-107.686827093651,25,21.988555824311383
7601977,7480515,AL,CHOCTAW,V,103.0,KB,ST_ALSOGB,102.0,DF,ST_ALSOGB,80.0,ST_ALSOGB,GR,23,2014-06-21,31.84291,-88.1953,23,18.945112317947725
8216539,8037220,NM,LEA,H,3550.0,KB,ST_NMOCD,,,,3500.0,ST_NMOCD,GR,50,2018-07-07,32.1951277093108,-103.480811816399,50,38.523158855350516
7092648,6983683,OH,GEAUGA,V,1171.0,KB,ST_OHDNR,,,,1163.0,ST_OHDNR,GR,8,1984-09-02,41.3699348058013,-81.2741826284778,8,8.981531653290789
7237693,7128643,OH,TUSCARAWAS,V,1126.0,KB,ST_OHDNR,,,,1120.0,ST_OHDNR,GR,6,1973-12-05,40.4064677125308,-81.4455894911514,6,7.581768344021709
7101592,6992624,OH,GUERNSEY,V,918.0,KB,STATE,918.0,DF,STATE,910.0,STATE,GR,8,2008-06-30,39.9737943419186,-81.4178377347748,8,9.943660136129346
7057293,6948413,OH,ASHTABULA,V,1092.0,KB,ST_OHDNR,,,,1082.0,ST_OHDNR,GR,10,1984-04-14,41.5509559562281,-80.669546124021,10,10.012120914612858
7228572,7119523,OH,SUMMIT,V,960.0,KB,ST_OHDNR,,,,953.0,ST_OHDNR,GR,7,1973-04-20,40.9181142125821,-81.5779098079481,7,8.04823201151644
8253776,8073546,TX,ECTOR,V,3103.0,KB,ST_TXRRC,,,,3090.0,ST_TXRRC,GR,13,2019-08-26,32.0649435493286,-102.582247319263,13,14.296059692494282
7402836,7286142,WY,CONVERSE,H,5137.0,KB,ST_WYOGCC,,,,5112.8,ST_WYOGCC,GR,24,2013-10-03,42.8349684258903,-105.167733292805,24,23.80667892478811
6709221,6603342,TX,UPTON,V,2721.0,KB,STATE,2720.0,DF,STATE,2705.0,STATE,GR,16,2010-08-22,31.49200433,-101.9314238,16,15.57942735795989
3911408,3852028,OK,CADDO,V,1505.0,DF,ST_OKOCC,,,,1499.0,ST_OKOCC,GR,6,1954-04-16,34.9319617382754,-98.1838849580528,6,7.475990162278077
5780283,5690165,AR,OUACHITA,V,196.0,KB,STATE,195.0,DF,STATE,185.0,STATE,GR,11,2007-08-05,33.4048355997735,-92.8711830525988,11,12.217158836991416
3698166,3640096,CO,GARFIELD,D,5652.0,KB,ST_COOGC,,,,5626.0,ST_COOGC,GR,26,2011-04-20,39.4763527154142,-107.870634037157,26,22.73459555857228
7028027,6919392,TX,HIDALGO,V,193.0,KB,STATE,192.0,DF,STATE,167.0,ST_TXRRC,GR,26,2012-05-21,26.2540410722703,-98.4582439768424,26,21.14254359791119
5935103,5842066,TX,LOVING,V,3049.0,DF,STATE,,,,3037.0,ST_TXRRC,GR,12,1954-02-23,31.977410306318,-103.756775650751,12,11.180121265880175
5575416,5488205,NM,RIO ARRIBA,V,6946.0,KB,ST_NMOCD,6945.0,DF,ST_NMOCD,6933.0,ST_NMOCD,GR,13,1978-06-17,36.33734377832,-107.22290902193,13,12.883778971872914
7660138,7534698,TX,REEVES,H,2726.0,KB,ST_TXRRC,2725.6,DF,ST_TXRRC,2699.0,ST_TXRRC,GR,27,2015-08-15,31.2738935960896,-103.312713047952,27,26.015302146361627
7734220,7602711,OK,MAJOR,H,1713.0,DF,ST_OKOCC,,,,1691.0,ST_OKOCC,GR,22,2016-10-14,36.1725709785189,-98.7852411478404,22,22.608462604376243
5325431,5240856,TX,HOWARD,V,2371.0,KB,UNKNOWN,,,,2364.31,FD_USGS,EG,7,1990-02-15,32.49473,-101.22731,7,11.480768539885194
6732214,6626127,TX,WARD,H,2577.0,KB,STATE,2576.0,DF,STATE,2549.0,STATE,GR,28,2007-12-26,31.4300581817598,-103.271379128956,28,26.248991494765868
8156532,7978644,TX,KARNES,H,477.0,KB,ST_TXRRC,,,,445.0,ST_TXRRC,GR,32,2017-12-29,28.811783110521,-98.0370898888096,32,28.67994842898743
6228828,6128013,TX,YOAKUM,V,3590.1,KB,ST_TXRRC,,,,3575.6,ST_TXRRC,GR,15,2005-11-04,32.9943145875346,-102.831153348424,15,14.573543126343006
6414047,6311708,TX,NUECES,V,142.0,KB,ST_TXRRC,,,,129.0,ST_TXRRC,GR,13,1972-06-29,27.8219869144679,-97.9151397523308,13,12.535412225449688
3924407,3865006,OK,CANADIAN,V,1310.0,DF,ST_OKOCC,,,,1299.0,ST_OKOCC,GR,11,1996-09-09,35.3971440825811,-97.9789751488671,11,11.672124170400114
6215968,6115263,TX,MITCHELL,V,2317.0,KB,UNKNOWN,,,,2304.0,UNKNOWN,GR,13,1997-10-04,32.2899013621493,-101.159105344053,13,13.378377565861143
3797368,3738232,TX,ANDREWS,V,2955.0,KB,STATE,2954.0,DF,STATE,2939.0,ST_TXRRC,GR,16,2011-05-28,32.4315880908123,-102.218079590958,16,15.562203364427418
6070425,5972323,TX,MATAGORDA,D,35.0,KB,STATE,34.0,DF,STATE,5.0,STATE,GR,30,2006-06-09,28.7427882456625,-95.9666288255125,30,24.791586051231036
4083376,4022223,CO,WELD,V,4757.0,KB,ST_COOGC,4758.0,DF,ST_COOGC,4748.0,ST_COOGC,GR,9,1992-06-18,40.2887290180196,-104.48698782872,9,10.70055065738474
7224983,7115947,OH,STARK,V,1135.0,KB,ST_OHDNR,,,,1125.0,ST_OHDNR,GR,10,1980-11-06,40.944968740437,-81.2939709468186,10,9.94905665681003
6350244,6248348,TX,WINKLER,V,2728.0,DF,HIST,,,,2721.11,FD_USGS,EG,7,1965-06-06,31.6885055337408,-102.948514234186,7,10.610554232633609
7019004,6910526,TX,YOAKUM,V,3561.0,KB,STATE,3560.0,DF,STATE,3544.0,ST_TXRRC,GR,17,2012-01-13,32.9672794408634,-102.792871699847,17,16.147095520550515
6149094,6050087,TX,MIDLAND,V,2644.0,KB,UNKNOWN,,,,2631.0,UNKNOWN,GR,13,1997-08-14,31.8289818997021,-101.896719181056,13,13.45156247433824
6701294,6595521,TX,UPTON,V,2803.0,DF,ST_TXRRC,,,,2796.24,FD_USGS,EG,7,1951-03-24,31.4165730868827,-102.16715542294,7,10.028253369092823
4158992,4097510,CO,WELD,D,4963.0,KB,STATE,,,,4947.0,ST_COOGC,GR,16,2011-02-04,40.3691255779668,-104.851202308389,16,17.144596326157544
6087926,5989404,TX,MAVERICK,V,763.0,KB,ST_TXRRC,,,,752.0,ST_TXRRC,GR,11,2008-11-11,28.67814455,-100.16172727,11,12.829072545797285
8282604,8101897,TX,HARRISON,H,268.0,KB,ST_TXRRC,268.0,DF,ST_TXRRC,241.0,ST_TXRRC,GR,27,2019-06-12,32.4510838223918,-94.0675481791581,27,25.657820630763872
7464733,7345510,OK,COAL,H,652.0,DF,ST_OKOCC,,,,636.0,ST_OKOCC,GR,16,2014-01-16,34.5195887617187,-96.2709831208041,16,19.253964593242273
6076322,5977984,UT,UINTAH,D,4941.0,KB,STATE,4915.0,DF,STATE,4927.0,ST_UTOCD,GR,14,2011-12-22,40.0108420856397,-109.487619811229,14,16.22657862225608
6157107,6057705,ND,BOWMAN,H,3008.0,KB,ST_NDOGD,,,,2991.0,ST_NDOGD,GR,17,2003-03-30,46.0650321354223,-103.991798528179,17,19.092447796610042
6172819,6073098,ND,DUNN,V,2587.0,KB,ST_NDOGD,,,,2574.0,ST_NDOGD,GR,13,1977-07-07,47.352627,-103.085226,13,11.563289362705419
5453739,5368579,NM,LEA,V,3766.0,KB,ST_NMOCD,,,,3744.0,ST_NMOCD,GR,22,1976-10-31,32.7237284734542,-103.751393774276,22,17.607011842550325
6807625,6699280,CO,WELD,V,4673.0,KB,ST_COOGC,4672.0,DF,ST_COOGC,4657.0,ST_COOGC,GR,16,2007-11-05,40.3035780240222,-104.401826088042,16,15.028694877924176
7012807,6904449,TX,WEBB,H,612.0,KB,STATE,611.0,DF,STATE,587.0,ST_TXRRC,GR,25,2011-10-16,28.1727145773189,-99.7337750642046,25,24.775622288363763
8259040,8077506,TX,ZAVALA,H,628.0,KB,ST_TXRRC,,,,603.0,ST_TXRRC,GR,25,2019-03-03,28.6770694857624,-99.620602668815,25,25.007129940191746
6277313,6176208,TX,TERRY,V,3333.0,DF,HIST,,,,3319.0,ST_TXRRC,GR,14,1964-07-05,32.9981055297204,-102.441805583745,14,12.556191656127089
4267160,4203748,CO,YUMA,V,3920.0,KB,UNKNOWN,,,,3904.24,FD_USGS,EG,16,2006-05-08,40.3407678834651,-102.467338817266,16,16.530082002794618
4916351,4839997,TX,ECTOR,D,2959.0,KB,UNKNOWN,,,,2947.0,UNKNOWN,GR,12,1977-12-30,31.8788112476852,-102.408254278893,12,14.193266408829166
6731622,6625553,TX,WARD,V,2616.0,KB,ST_TXRRC,2615.0,DF,ST_TXRRC,2603.0,ST_TXRRC,GR,13,2000-08-02,31.5683163887759,-103.3986892305,13,13.611116872012502
6749456,6642543,TX,WEBB,H,622.0,KB,STATE,621.0,DF,STATE,599.0,ST_TXRRC,GR,23,2010-08-19,28.0807058752058,-99.9824889090381,23,23.66819747014734
6047775,5951120,MS,JEFFERSON,V,76.0,KB,ST_MSOGB,75.0,DF,ST_MSOGB,65.0,ST_MSOGB,GR,11,1983-03-31,31.7357657964939,-91.3888044709236,11,11.406645157329944
5235878,5152038,TX,HENDERSON,V,453.0,DF,P2ES,,,,445.97,FD_USGS,EG,7,1949-07-21,32.3290873736044,-95.7353898983856,7,9.705785427521608
7674767,7548018,TX,DE WITT,H,296.0,KB,ST_TXRRC,,,,265.0,ST_TXRRC,GR,31,2015-07-14,29.1908478148661,-97.4118472618466,31,27.992747009487545
4092124,4030927,CO,WELD,V,4875.0,KB,UNKNOWN,,,,4865.0,ST_COOGC,GR,10,1993-12-13,40.1871220441516,-104.81317577649,10,11.318995693627116
5433306,5348273,NM,LEA,V,4191.0,KB,STATE,,,,4177.0,STATE,GR,14,1960-08-12,32.8290171045785,-103.665541742697,14,12.724489829008824
5025428,4943424,TX,GAINES,V,3325.0,KB,UNKNOWN,,,,3314.0,UNKNOWN,GR,11,1987-06-04,32.5914305541506,-102.706829671641,11,12.016242673585658
7145467,7036463,OH,MAHONING,V,1057.0,KB,ST_OHDNR,,,,1045.0,ST_OHDNR,GR,12,1982-11-20,40.9836324271328,-80.7124318026178,12,11.079767764359293
7330818,7220841,CO,WELD,H,5039.0,KB,STATE,,,,5014.0,ST_COOGC,GR,25,2012-05-01,40.2016781042011,-104.736798854454,25,24.36654096063554
3620121,3563041,CO,BOULDER,V,5033.0,KB,ST_COOGC,5032.0,DF,ST_COOGC,5021.0,ST_COOGC,GR,12,2006-07-16,40.1081762584655,-105.100582114788,12,12.884499795785725
4065574,4004518,CO,WELD,V,4717.0,KB,ST_COOGC,4716.0,DF,ST_COOGC,4703.0,ST_COOGC,GR,14,1984-05-12,40.3173735133456,-104.803375773929,14,13.099909197685305
7668117,7542094,TX,LOVING,H,2911.0,KB,ST_TXRRC,,,,2886.0,ST_TXRRC,GR,25,2015-07-18,31.999475947718,-103.943599938814,25,24.90917406634219
7611695,7489950,TX,JONES,V,1790.0,KB,ST_TXRRC,1789.0,DF,ST_TXRRC,1780.0,ST_TXRRC,GR,10,2014-10-04,32.6130258798155,-99.9847704691555,10,12.29097118786178
7145232,7036228,OH,MAHONING,V,1119.0,KB,ST_OHDNR,,,,1112.0,ST_OHDNR,GR,7,1981-05-12,40.9139403596548,-80.9723361646274,7,8.34443259207707
7860826,7726493,WV,HARRISON,V,1142.0,KB,ST_WVGS,,,,1106.03,FD_USGS,EG,36,1985-11-18,39.2915220166627,-80.234832633104,36,26.02901026620802
7017560,6909107,TX,HOWARD,V,2484.0,KB,STATE,2483.0,DF,STATE,2471.0,ST_TXRRC,GR,13,2012-01-10,32.2772989533815,-101.655462842272,13,13.92809912177855
8301459,8120222,CO,WELD,H,5103.0,KB,ST_COOGC,5103.0,DF,ST_COOGC,5080.0,ST_COOGC,GR,23,2019-12-22,40.5809266008326,-104.82182711441,23,23.54762733675109
